time,sinuosity
198.0,1.0000194768147146
200.0,1.0000194846122785
202.0,1.0000194942895244
204.0,1.000019505823626
206.0,1.0000195191919012
208.0,1.0000195343717586
210.0,1.0000195513406684
212.0,1.0000195700761256
214.0,1.0000195905556342
216.0,1.000019612756672
218.0,1.0000196366566922
220.0,1.0000196622331083
222.0,1.0000196894632845
224.0,1.0000197183245345
226.0,1.0000197487941314
228.0,1.0000197808492972
230.0,1.0000198144672208
232.0,1.0000198496250585
234.0,1.0000198862999528
236.0,1.0000199244690378
238.0,1.0000199641094543
240.0,1.000020005198366
242.0,1.0000200477129753
244.0,1.0000200916305373
246.0,1.0000201369283779
248.0,1.000020183583912
250.0,1.0000202315746627
252.0,1.00002028087827
254.0,1.0000203314725216
256.0,1.0000203833353616
258.0,1.0000204364449081
260.0,1.0000204907794756
262.0,1.0000205463175837
264.0,1.0000206030379828
266.0,1.0000206609196587
268.0,1.0000207199418585
270.0,1.0000207800840955
272.0,1.000020841326167
274.0,1.0000209036481706
276.0,1.0000209670305067
278.0,1.0000210314539006
280.0,1.0000210968994074
282.0,1.0000211633484224
284.0,1.0000212307826877
286.0,1.0000212991843067
288.0,1.0000213685357502
290.0,1.0000214388198507
292.0,1.0000215100198317
294.0,1.0000215821192868
296.0,1.0000216551022048
298.0,1.0000217289529616
300.0,1.0000218036563222
302.0,1.000021879197458
304.0,1.0000219555619225
306.0,1.000022032735681
308.0,1.0000221107050802
310.0,1.0000221894568753
312.0,1.000022268978216
314.0,1.000022349256639
316.0,1.0000224302800778
318.0,1.000022512036851
320.0,1.0000225945156647
322.0,1.0000226777056065
324.0,1.0000227615961377
326.0,1.0000228461770968
328.0,1.0000229314386857
330.0,1.00002301737147
332.0,1.0000231039663703
334.0,1.000023191214661
336.0,1.0000232791079526
338.0,1.0000233676382022
340.0,1.0000234567976911
342.0,1.0000235465790257
344.0,1.0000236369751285
346.0,1.000023727979234
348.0,1.0000238195848734
350.0,1.0000239117858707
352.0,1.000024004576342
354.0,1.0000240979506807
356.0,1.000024191903546
358.0,1.0000242864298619
360.0,1.000024381524811
362.0,1.000024477183822
364.0,1.0000245734025568
366.0,1.0000246701769135
368.0,1.0000247675030167
370.0,1.000024865377202
372.0,1.0000249637960168
374.0,1.0000250627562086
376.0,1.000025162254717
378.0,1.0000252622886705
380.0,1.0000253628553806
382.0,1.0000254639523198
384.0,1.0000255655771368
386.0,1.0000256677276358
388.0,1.000025770401772
390.0,1.0000258735976466
392.0,1.0000259773135063
394.0,1.0000260815477227
396.0,1.0000261862988005
398.0,1.0000262915653664
400.0,1.0000263973461667
402.0,1.0000265036400557
404.0,1.000026610445995
406.0,1.000026717763047
408.0,1.0000268255903786
410.0,1.0000269339272432
412.0,1.0000270427729845
414.0,1.0000271521270294
416.0,1.0000272619888924
418.0,1.000027372358159
420.0,1.0000274832344942
422.0,1.0000275946176276
424.0,1.0000277065073664
426.0,1.0000278189035765
428.0,1.0000279318061902
430.0,1.000028045215197
432.0,1.0000281591306492
434.0,1.0000282735526578
436.0,1.0000283884813805
438.0,1.000028503917037
440.0,1.000028619859896
442.0,1.0000287363102764
444.0,1.0000288532685486
446.0,1.000028970735135
448.0,1.0000290887105026
450.0,1.0000292071951669
452.0,1.0000293261896942
454.0,1.0000294456946945
456.0,1.0000295657108298
458.0,1.0000296862388067
460.0,1.0000298072793825
462.0,1.0000299288333592
464.0,1.0000300509015945
466.0,1.0000301734849872
468.0,1.0000302965844927
470.0,1.0000304202011143
472.0,1.00003054433591
474.0,1.00003066898999
476.0,1.0000307941645197
478.0,1.0000309198607145
480.0,1.0000310460798565
482.0,1.0000311728232774
484.0,1.000031300092376
486.0,1.000031427888604
488.0,1.0000315562134858
490.0,1.000031685068602
492.0,1.0000318144556029
494.0,1.0000319443762073
496.0,1.0000320748322018
498.0,1.0000322058254472
500.0,1.0000323373578746
502.0,1.0000324694314884
504.0,1.0000326020483787
506.0,1.000032735210702
508.0,1.0000328689207074
510.0,1.0000330031807168
512.0,1.0000331379931406
514.0,1.0000332733604775
516.0,1.0000334092853074
518.0,1.0000335457703056
520.0,1.0000336828182372
522.0,1.0000338204319577
524.0,1.000033958614422
526.0,1.0000340973686737
528.0,1.0000342366978665
530.0,1.0000343766052413
532.0,1.000034517094145
534.0,1.0000346581680266
536.0,1.0000347998304389
538.0,1.000034942085041
540.0,1.0000350849355943
542.0,1.0000352283859706
544.0,1.0000353724401485
546.0,1.0000355171022184
548.0,1.0000356623763749
550.0,1.0000358082669347
552.0,1.0000359547783155
554.0,1.00003610191505
556.0,1.000036249681791
558.0,1.000036398083297
560.0,1.0000365471244432
562.0,1.0000366968102194
564.0,1.0000368471457293
566.0,1.000036998136192
568.0,1.000037149786942
570.0,1.0000373021034248
572.0,1.0000374550912026
574.0,1.0000376087559548
576.0,1.000037763103469
578.0,1.0000379181396473
580.0,1.000038073870506
582.0,1.0000382303021729
584.0,1.0000383874408885
586.0,1.0000385452929985
588.0,1.0000387038649636
590.0,1.0000388631633488
592.0,1.0000390231948257
594.0,1.0000391839661766
596.0,1.0000393454842826
598.0,1.0000395077561313
600.0,1.0000396707888062
602.0,1.0000398345894992
604.0,1.000039999165494
606.0,1.0000401645241708
608.0,1.0000403306730052
610.0,1.0000404976195667
612.0,1.0000406653715121
614.0,1.000040833936588
616.0,1.000041003322628
618.0,1.0000411735375474
620.0,1.000041344589343
622.0,1.0000415164860916
624.0,1.0000416892359494
626.0,1.000041862847139
628.0,1.0000420373279617
630.0,1.0000422126867865
632.0,1.000042388932045
634.0,1.0000425660722385
636.0,1.000042744115925
638.0,1.000042923071721
640.0,1.0000431029483001
642.0,1.0000432837543878
644.0,1.0000434654987627
646.0,1.0000436481902417
648.0,1.0000438318376963
650.0,1.0000440164500366
652.0,1.0000442020362073
654.0,1.0000443886051937
656.0,1.0000445761660077
658.0,1.0000447647277027
660.0,1.0000449542993495
662.0,1.0000451448900458
664.0,1.0000453365089135
666.0,1.0000455291650934
668.0,1.0000457228677424
670.0,1.0000459176260295
672.0,1.0000461134491376
674.0,1.0000463103462593
676.0,1.000046508326588
678.0,1.0000467073993276
680.0,1.0000469075736793
682.0,1.000047108858845
684.0,1.000047311264024
686.0,1.0000475147984096
688.0,1.0000477194711865
690.0,1.0000479252915333
692.0,1.0000481322686148
694.0,1.000048340411582
696.0,1.0000485497295752
698.0,1.0000487602317119
700.0,1.0000489719270984
702.0,1.0000491848248123
704.0,1.0000493989339208
706.0,1.0000496142634603
708.0,1.0000498308224497
710.0,1.0000500486198778
712.0,1.000050267664713
714.0,1.0000504879658945
716.0,1.0000507095323365
718.0,1.0000509323729214
720.0,1.0000511564965096
722.0,1.0000513819119285
724.0,1.000051608627979
726.0,1.0000518366534317
728.0,1.0000520659970287
730.0,1.0000522966674863
732.0,1.0000525286734865
734.0,1.0000527620236892
736.0,1.000052996726725
738.0,1.000053232791194
740.0,1.0000534702256778
742.0,1.0000537090387254
744.0,1.000053949238862
746.0,1.000054190834596
748.0,1.0000544338344066
750.0,1.000054678246761
752.0,1.0000549240800973
754.0,1.0000551713428443
756.0,1.0000554200434106
758.0,1.0000556701901928
760.0,1.000055921791579
762.0,1.0000561748559413
764.0,1.0000564293916463
766.0,1.0000566854070585
768.0,1.0000569429105388
770.0,1.0000572019104415
772.0,1.0000574624151335
774.0,1.0000577244329796
776.0,1.000057987972355
778.0,1.0000582530416438
780.0,1.0000585196492449
782.0,1.0000587878035743
784.0,1.0000590575130692
786.0,1.0000593287861885
788.0,1.0000596016314132
790.0,1.0000598760572639
792.0,1.0000601520722845
794.0,1.0000604296850628
796.0,1.0000607089042206
798.0,1.000060989738429
800.0,1.0000612721964028
802.0,1.0000615562869113
804.0,1.000061842018772
806.0,1.0000621294008696
808.0,1.000062418442144
810.0,1.000062709151606
812.0,1.000063001538336
814.0,1.0000632956114812
816.0,1.0000635913802756
818.0,1.0000638888540285
820.0,1.0000641880421397
822.0,1.0000644889540902
824.0,1.0000647915994614
826.0,1.0000650959879258
828.0,1.0000654021292632
830.0,1.0000657100333472
832.0,1.0000660197101692
834.0,1.0000663311698264
836.0,1.0000666444225357
838.0,1.0000669594786264
840.0,1.0000672763485552
842.0,1.000067595042903
844.0,1.00006791557238
846.0,1.00006823794783
848.0,1.00006856218023
850.0,1.0000688882806965
852.0,1.0000692162604927
854.0,1.0000695461310225
856.0,1.000069877903838
858.0,1.0000702115906444
860.0,1.000070547203301
862.0,1.0000708847538227
864.0,1.0000712242543832
866.0,1.0000715657173174
868.0,1.000071909155127
870.0,1.0000722545804774
872.0,1.0000726020062032
874.0,1.0000729514453108
876.0,1.0000733029109758
878.0,1.000073656416552
880.0,1.0000740119755653
882.0,1.0000743696017225
884.0,1.0000747293089047
886.0,1.000075091111179
888.0,1.0000754550227906
890.0,1.000075821058163
892.0,1.0000761892319088
894.0,1.0000765595588241
896.0,1.000076932053885
898.0,1.0000773067322584
900.0,1.0000776836092877
902.0,1.0000780627005126
904.0,1.0000784440216492
906.0,1.0000788275886043
908.0,1.000079213417465
910.0,1.0000796015245101
912.0,1.0000799919261942
914.0,1.000080384639162
916.0,1.0000807796802376
918.0,1.0000811770664253
920.0,1.000081576814916
922.0,1.0000819789430737
924.0,1.0000823834684422
926.0,1.0000827904087444
928.0,1.0000831997818744
930.0,1.0000836116058995
932.0,1.0000840258990644
934.0,1.0000844426797728
936.0,1.0000848619666047
938.0,1.0000852837783023
940.0,1.0000857081337637
942.0,1.0000861350520596
944.0,1.0000865645524029
946.0,1.0000869966541757
948.0,1.0000874313769035
950.0,1.0000878687402592
952.0,1.0000883087640704
954.0,1.0000887514682977
956.0,1.0000891968730476
958.0,1.0000896449985597
960.0,1.000090095865209
962.0,1.0000905494934986
964.0,1.000091005904054
966.0,1.0000914651176318
968.0,1.0000919271550979
970.0,1.0000923920374385
972.0,1.0000928597857484
974.0,1.000093330421233
976.0,1.0000938039651972
978.0,1.000094280439048
980.0,1.0000947598642866
982.0,1.0000952422625058
984.0,1.0000957276553857
986.0,1.0000962160646887
988.0,1.0000967075122618
990.0,1.00009720202002
992.0,1.0000976996099527
994.0,1.000098200304118
996.0,1.0000987041246343
998.0,1.0000992110936773
1000.0,1.000099721233485
1002.0,1.000100234566337
1004.0,1.0001007511145612
1006.0,1.000101270900533
1008.0,1.0001017939466617
1010.0,1.0001023202753918
1012.0,1.0001028499092017
1014.0,1.0001033828705939
1016.0,1.000103919182091
1018.0,1.000104458866238
1020.0,1.000105001945596
1022.0,1.0001055484427355
1024.0,1.0001060983802377
1026.0,1.0001066517806865
1028.0,1.0001072086666678
1030.0,1.0001077690607614
1032.0,1.000108332985548
1034.0,1.0001089004635968
1036.0,1.0001094715174619
1038.0,1.000110046169688
1040.0,1.0001106244428004
1042.0,1.000111206359303
1044.0,1.0001117919416733
1046.0,1.0001123812123671
1048.0,1.0001129741938128
1050.0,1.0001135709084086
1052.0,1.0001141713785098
1054.0,1.0001147756264506
1056.0,1.0001153836745194
1058.0,1.0001159955449688
1060.0,1.0001166112600095
1062.0,1.0001172308418094
1064.0,1.0001178543124958
1066.0,1.0001184816941469
1068.0,1.000119113008797
1070.0,1.0001197482784325
1072.0,1.0001203875249896
1074.0,1.0001210307703612
1076.0,1.0001216780363817
1078.0,1.0001223293448438
1080.0,1.0001229847174804
1082.0,1.0001236441759838
1084.0,1.0001243077419895
1086.0,1.0001249754370785
1088.0,1.0001256472827913
1090.0,1.0001263233006101
1092.0,1.000127003511969
1094.0,1.0001276879382566
1096.0,1.0001283766008098
1098.0,1.000129069520917
1100.0,1.0001297667198221
1102.0,1.0001304682187269
1104.0,1.0001311740387855
1106.0,1.0001318842011093
1108.0,1.000132598726778
1110.0,1.000133317636818
1112.0,1.0001340409522335
1114.0,1.0001347686939845
1116.0,1.0001355008830037
1118.0,1.0001362375401914
1120.0,1.0001369786864207
1122.0,1.000137724342542
1124.0,1.0001384745293793
1126.0,1.000139229267743
1128.0,1.00013998857842
1130.0,1.0001407524821877
1132.0,1.0001415209998188
1134.0,1.0001422941520681
1136.0,1.0001430719596949
1138.0,1.000143854443454
1140.0,1.0001446416241102
1142.0,1.0001454335224311
1144.0,1.0001462301591955
1146.0,1.0001470315551995
1148.0,1.000147837731258
1150.0,1.0001486487082085
1152.0,1.0001494645069162
1154.0,1.0001502851482784
1156.0,1.0001511106532284
1158.0,1.0001519410427389
1160.0,1.0001527763378324
1162.0,1.0001536165595746
1164.0,1.0001544617290874
1166.0,1.0001553118675535
1168.0,1.0001561669962167
1170.0,1.000157027136391
1172.0,1.0001578923094592
1174.0,1.0001587625368873
1176.0,1.0001596378402209
1178.0,1.000160518241093
1180.0,1.0001614037612285
1182.0,1.0001622944224524
1184.0,1.000163190246688
1186.0,1.0001640912559697
1188.0,1.000164997472438
1190.0,1.0001659089183608
1192.0,1.0001668256161171
1194.0,1.0001677475882185
1196.0,1.0001686748573082
1198.0,1.000169607446166
1200.0,1.000170545377711
1202.0,1.0001714886750144
1204.0,1.000172437361294
1206.0,1.0001733914599245
1208.0,1.0001743509944456
1210.0,1.000175315988561
1212.0,1.0001762864661432
1214.0,1.0001772624512404
1216.0,1.0001782439680844
1218.0,1.00017923104109
1220.0,1.0001802236948618
1222.0,1.0001812219541897
1224.0,1.00018222584408
1226.0,1.0001832353897215
1228.0,1.0001842506165246
1230.0,1.0001852715501034
1232.0,1.0001862982162897
1234.0,1.0001873306411315
1236.0,1.0001883688509032
1238.0,1.0001894128721058
1240.0,1.0001904627314708
1242.0,1.0001915184559653
1244.0,1.0001925800727918
1246.0,1.0001936476093976
1248.0,1.000194721093474
1250.0,1.0001958005529619
1252.0,1.0001968860160533
1254.0,1.0001979775111949
1256.0,1.0001990750670937
1258.0,1.0002001787127126
1260.0,1.0002012884772875
1262.0,1.0002024043903097
1264.0,1.0002035264815492
1266.0,1.000204654781041
1268.0,1.0002057893191012
1270.0,1.0002069301263141
1272.0,1.0002080772335495
1274.0,1.0002092306719534
1276.0,1.0002103904729571
1278.0,1.0002115566682737
1280.0,1.0002127292899035
1282.0,1.000213908370135
1284.0,1.0002150939415448
1286.0,1.0002162860370014
1288.0,1.0002174846896628
1290.0,1.000218689932979
1292.0,1.000219901800697
1294.0,1.0002211203268545
1296.0,1.0002223455457866
1298.0,1.0002235774921222
1300.0,1.00022481620079
1302.0,1.0002260617070104
1304.0,1.0002273140463036
1306.0,1.0002285732544853
1308.0,1.0002298393676685
1310.0,1.000231112422263
1312.0,1.0002323924549752
1314.0,1.000233679502806
1316.0,1.000234973603055
1318.0,1.0002362747933138
1320.0,1.0002375831114674
1322.0,1.0002388985956983
1324.0,1.0002402212844757
1326.0,1.0002415512165657
1328.0,1.0002428884310228
1330.0,1.0002442329671875
1332.0,1.0002455848646898
1334.0,1.0002469441634498
1336.0,1.000248310903662
1338.0,1.0002496851258138
1340.0,1.0002510668706672
1342.0,1.0002524561792656
1344.0,1.0002538530929281
1346.0,1.0002552576532466
1348.0,1.00025666990209
1350.0,1.0002580898815956
1352.0,1.000259517634166
1354.0,1.0002609532024733
1356.0,1.0002623966294482
1358.0,1.000263847958283
1360.0,1.0002653072324277
1362.0,1.0002667744955844
1364.0,1.0002682497917095
1366.0,1.000269733165009
1368.0,1.0002712246599283
1370.0,1.0002727243211593
1372.0,1.0002742321936338
1374.0,1.0002757483225138
1376.0,1.0002772727531972
1378.0,1.0002788055313117
1380.0,1.0002803467027055
1382.0,1.000281896313454
1384.0,1.0002834544098442
1386.0,1.0002850210383831
1388.0,1.0002865962457825
1390.0,1.0002881800789656
1392.0,1.0002897725850501
1394.0,1.000291373811366
1396.0,1.0002929838054215
1398.0,1.0002946026149286
1400.0,1.000296230287775
1402.0,1.0002978668720366
1404.0,1.0002995124159697
1406.0,1.0003011669679953
1408.0,1.000302830576708
1410.0,1.0003045032908717
1412.0,1.0003061851594033
1414.0,1.000307876231381
1416.0,1.0003095765560301
1418.0,1.000311286182728
1420.0,1.0003130051609914
1422.0,1.0003147335404745
1424.0,1.0003164713709667
1426.0,1.0003182187023865
1428.0,1.0003199755847714
1430.0,1.0003217420682846
1432.0,1.0003235182032042
1434.0,1.000325304039911
1436.0,1.0003270996288953
1438.0,1.0003289050207511
1440.0,1.0003307202661647
1442.0,1.0003325454159142
1444.0,1.0003343805208607
1446.0,1.0003362256319523
1448.0,1.0003380808002105
1450.0,1.0003399460767304
1452.0,1.0003418215126707
1454.0,1.0003437071592531
1456.0,1.000345603067762
1458.0,1.0003475092895273
1460.0,1.0003494258759316
1462.0,1.000351352878398
1464.0,1.0003532903483874
1466.0,1.0003552383373973
1468.0,1.0003571968969498
1470.0,1.0003591660785955
1472.0,1.000361145933902
1474.0,1.0003631365144485
1476.0,1.0003651378718277
1478.0,1.00036715005764
1480.0,1.0003691731234807
1482.0,1.000371207120944
1484.0,1.0003732521016167
1486.0,1.0003753081170699
1488.0,1.0003773752188605
1490.0,1.0003794534585193
1492.0,1.000381542887553
1494.0,1.0003836435574427
1496.0,1.0003857555196254
1498.0,1.0003878788255018
1500.0,1.0003900135264339
1502.0,1.0003921596737313
1504.0,1.0003943173186567
1506.0,1.0003964865124095
1508.0,1.0003986673061378
1510.0,1.000400859750923
1512.0,1.0004030638977783
1514.0,1.0004052797976466
1516.0,1.0004075075013994
1518.0,1.000409747059828
1520.0,1.0004119985236395
1522.0,1.0004142619434626
1524.0,1.0004165373698328
1526.0,1.0004188248531993
1528.0,1.0004211244439127
1530.0,1.0004234361922295
1532.0,1.000425760148305
1534.0,1.0004280963621963
1536.0,1.00043044488385
1538.0,1.0004328057631078
1540.0,1.0004351790497032
1542.0,1.0004375647932582
1544.0,1.0004399630432776
1546.0,1.0004423738491577
1548.0,1.0004447972601718
1550.0,1.000447233325475
1552.0,1.000449682094109
1554.0,1.000452143614989
1556.0,1.0004546179369078
1558.0,1.000457105108539
1560.0,1.000459605178435
1562.0,1.0004621181950177
1564.0,1.0004646442065923
1566.0,1.000467183261336
1568.0,1.0004697354073064
1570.0,1.0004723006924363
1572.0,1.000474879164538
1574.0,1.000477470871301
1576.0,1.000480075860298
1578.0,1.0004826941789775
1580.0,1.0004853258746778
1582.0,1.0004879709946235
1584.0,1.0004906295859228
1586.0,1.000493301695572
1588.0,1.0004959873704686
1590.0,1.0004986866573997
1592.0,1.0005013996030558
1594.0,1.000504126254031
1596.0,1.0005068666568229
1598.0,1.000509620857848
1600.0,1.0005123889034329
1602.0,1.000515170839828
1604.0,1.0005179667132107
1606.0,1.0005207765696977
1608.0,1.0005236004553315
1610.0,1.0005264384161112
1612.0,1.0005292904979854
1614.0,1.00053215674686
1616.0,1.0005350372086053
1618.0,1.0005379319290746
1620.0,1.0005408409540966
1622.0,1.0005437643294974
1624.0,1.000546702101103
1626.0,1.000549654314744
1628.0,1.0005526210162814
1630.0,1.0005556022516042
1632.0,1.0005585980666378
1634.0,1.0005616085073687
1636.0,1.0005646336198426
1638.0,1.0005676734501865
1640.0,1.0005707280446126
1642.0,1.0005737974494429
1644.0,1.0005768817111098
1646.0,1.000579980876177
1648.0,1.0005830949913563
1650.0,1.0005862241035153
1652.0,1.0005893682597027
1654.0,1.0005925275071519
1656.0,1.0005957018933076
1658.0,1.0005988914658392
1660.0,1.000602096272659
1662.0,1.0006053163619342
1664.0,1.0006085517821184
1666.0,1.0006118025819521
1668.0,1.0006150688105047
1670.0,1.0006183505171713
1672.0,1.0006216477517103
1674.0,1.000624960564255
1676.0,1.000628289005338
1678.0,1.0006316331259169
1680.0,1.000634992977387
1682.0,1.000638368611615
1684.0,1.0006417600809545
1686.0,1.0006451674382735
1688.0,1.0006485907369818
1690.0,1.0006520300310482
1692.0,1.0006554853750325
1694.0,1.0006589568241062
1696.0,1.0006624444340881
1698.0,1.0006659482614602
1700.0,1.0006694683634
1702.0,1.0006730047978112
1704.0,1.0006765576233463
1706.0,1.000680126899439
1708.0,1.0006837126863353
1710.0,1.0006873150451188
1712.0,1.0006909340377415
1714.0,1.00069456972706
1716.0,1.0006982221768552
1718.0,1.0007018914518784
1720.0,1.0007055776178733
1722.0,1.0007092807416091
1724.0,1.0007130008909155
1726.0,1.0007167381347157
1728.0,1.000720492543062
1730.0,1.0007242641871585
1732.0,1.0007280531394176
1734.0,1.0007318594734673
1736.0,1.000735683264207
1738.0,1.000739524587834
1740.0,1.0007433835218777
1742.0,1.0007472601452396
1744.0,1.0007511545382313
1746.0,1.000755066782598
1748.0,1.000758996961576
1750.0,1.0007629451599065
1752.0,1.0007669114638926
1754.0,1.0007708959614212
1756.0,1.0007748987420104
1758.0,1.0007789198968444
1760.0,1.0007829595188051
1762.0,1.0007870177025215
1764.0,1.0007910945443947
1766.0,1.0007951901426504
1768.0,1.0007993045973587
1770.0,1.000803438010491
1772.0,1.0008075904859448
1774.0,1.0008117621295867
1776.0,1.0008159530492902
1778.0,1.0008201633549767
1780.0,1.0008243931586494
1782.0,1.0008286425744266
1784.0,1.0008329117185935
1786.0,1.0008372007096245
1788.0,1.0008415096682317
1790.0,1.0008458387173964
1792.0,1.0008501879824097
1794.0,1.000854557590905
1796.0,1.0008589476728993
1798.0,1.0008633583608233
1800.0,1.0008677897895675
1802.0,1.0008722420965057
1804.0,1.0008767154215417
1806.0,1.000881209907133
1808.0,1.0008857256983374
1810.0,1.0008902629428338
1812.0,1.0008948217909701
1814.0,1.0008994023957827
1816.0,1.00090400491304
1818.0,1.0009086295012648
1820.0,1.000913276321776
1822.0,1.0009179455387105
1824.0,1.0009226373190563
1826.0,1.0009273518326862
1828.0,1.0009320892523799
1830.0,1.0009368497538556
1832.0,1.0009416335157966
1834.0,1.0009464407198838
1836.0,1.0009512715508078
1838.0,1.0009561261963091
1840.0,1.0009610048471909
1842.0,1.0009659076973503
1844.0,1.0009708349437898
1846.0,1.0009757867866582
1848.0,1.0009807634292478
1850.0,1.0009857650780285
1852.0,1.0009907919426622
1854.0,1.0009958442360236
1856.0,1.0010009221742078
1858.0,1.001006025976556
1860.0,1.0010111558656576
1862.0,1.0010163120673794
1864.0,1.0010214948108596
1866.0,1.0010267043285315
1868.0,1.001031940856124
1870.0,1.0010372046326779
1872.0,1.0010424959005453
1874.0,1.001047814905396
1876.0,1.0010531618962297
1878.0,1.001058537125364
1880.0,1.0010639408484496
1882.0,1.001069373324467
1884.0,1.001074834815716
1886.0,1.0010803255878253
1888.0,1.0010858459097403
1890.0,1.001091396053718
1892.0,1.0010969762953212
1894.0,1.0011025869134162
1896.0,1.0011082281901442
1898.0,1.0011139004109277
1900.0,1.0011196038644474
1902.0,1.0011253388426322
1904.0,1.001131105640634
1906.0,1.001136904556821
1908.0,1.0011427358927436
1910.0,1.001148599953128
1912.0,1.0011544970458384
1914.0,1.0011604274818637
1916.0,1.00116639157528
1918.0,1.001172389643231
1920.0,1.0011784220058912
1922.0,1.0011844889864367
1924.0,1.0011905909110146
1926.0,1.0011967281086964
1928.0,1.001202900911455
1930.0,1.0012091096541127
1932.0,1.0012153546743094
1934.0,1.0012216363124535
1936.0,1.0012279549116847
1938.0,1.001234310817819
1940.0,1.0012407043793021
1942.0,1.001247135947168
1944.0,1.0012536058749768
1946.0,1.0012601145187652
1948.0,1.0012666622369895
1950.0,1.0012732493904746
1952.0,1.0012798763423465
1954.0,1.0012865434579732
1956.0,1.0012932511049073
1958.0,1.0012999996528176
1960.0,1.0013067894734171
1962.0,1.0013136209404083
1964.0,1.001320494429403
1966.0,1.0013274103178529
1968.0,1.0013343689849772
1970.0,1.0013413708116883
1972.0,1.0013484161805113
1974.0,1.0013555054755097
1976.0,1.0013626390822026
1978.0,1.0013698173874885
1980.0,1.0013770407795464
1982.0,1.0013843096477704
1984.0,1.0013916243826686
1986.0,1.0013989853757788
1988.0,1.0014063930195827
1990.0,1.0014138477074088
1992.0,1.0014213498333409
1994.0,1.001428899792124
1996.0,1.0014364979790684
1998.0,1.00144414478995
2000.0,1.0014518406209163
2002.0,1.00145958586838
2004.0,1.0014673809289247
2006.0,1.0014752261991944
2008.0,1.0014831220757927
2010.0,1.0014910689551797
2012.0,1.0014990672335609
2014.0,1.0015071173067869
2016.0,1.0015152195702313
2018.0,1.0015233744186989
2020.0,1.0015315822462953
2022.0,1.001539843446337
2024.0,1.001548158411217
2026.0,1.0015565275323048
2028.0,1.0015649511998308
2030.0,1.0015734298027659
2032.0,1.0015819637287109
2034.0,1.0015905533637786
2036.0,1.0015991990924766
2038.0,1.0016079012975891
2040.0,1.001616660360062
2042.0,1.0016254766588801
2044.0,1.001634350570958
2046.0,1.0016432824710055
2048.0,1.0016522727314279
2050.0,1.0016613217221872
2052.0,1.0016704298107066
2054.0,1.0016795973617265
2056.0,1.0016888247372024
2058.0,1.0016981122961828
2060.0,1.0017074603946885
2062.0,1.0017169067984346
2064.0,1.0017263802317697
2066.0,1.0017359079188668
2068.0,1.0017454974346072
2070.0,1.0017551491306462
2072.0,1.0017648633523537
2074.0,1.0017746404394001
2076.0,1.0017844807260323
2078.0,1.0017943845412334
2080.0,1.0018043522088598
2082.0,1.0018143840477078
2084.0,1.00182448037154
2086.0,1.0018346414891188
2088.0,1.0018448677041663
2090.0,1.0018551593153526
2092.0,1.0018655166162374
2094.0,1.0018759398952308
2096.0,1.0018864294355294
2098.0,1.0018969855150497
